sgRNA	Gene	Func	Clinic	Exon	library	day0_r1	day0_r2	day5_r1	day5_r2	day10_r1	day10_r2	lib_ratio	day0_rep1_ratio	day0_rep2_ratio	day5_rep1_ratio	day5_rep2_ratio	day10_rep1_ratio	day10_rep2_ratio	day5_day0_rep1	day5_day0_rep2	day10_day0_rep1	day10_day0_rep2	day10_day5_rep1	day10_day5_rep2	day5_day0	day10_day0	day10_day5	day5_lib	day10_lib
Gene_A_T_NGG_nontargeting_4	nontargeting	Negative;Negative	Negative	NA	5733	8230	9799	7411	10288	9809	9131	5733.0	9654.16853355	8674.02909732	9319.86935742	8515.31069075	8779.6436078	9438.81119593	0.965372556428	0.981701882161	0.909414785674	1.08816918759	0.942035051253	1.10845176867	0.973100596544	0.994012350295	1.02148981701	1.55548404397	1.58891111144
Gene_A_T_NGG_nontargeting_25	nontargeting	Negative;Negative	Negative	NA	5500	7495	9870	7246	10581	9708	8215	5500.0	8791.9797277	8736.87796617	9112.36990472	8757.82488519	8689.2425471	8491.93231569	1.03644118696	1.00239752908	0.98831467044	0.971964167129	0.953565607844	0.969639428399	1.01947286595	0.980165117594	0.961443065662	1.62456316272	1.56192498753
Gene_A_T_NGG_nontargeting_12	nontargeting	Negative;Negative	Negative	NA	4951	7619	9401	6824	10464	10133	7707	4951.0	8937.437431	8321.72135359	8581.67433478	8660.98474611	9069.64305004	7966.80734718	0.960194060214	1.04076841534	1.01479234065	0.957350890358	1.05686171442	0.919850061016	0.999044003019	0.987096220033	0.988040784039	1.74133095141	1.72050599851
Gene_A_T_NGG_nontargeting_15	nontargeting	Negative;Negative	Negative	NA	3240	3516	5074	3168	5128	4314	3975	3240.0	4124.42971616	4491.48113479	3983.98949188	4244.41224943	3861.28886982	4108.99950759	0.965949177476	0.944991668018	0.936199459211	0.914842873494	0.969201569855	0.968096232439	0.955024011235	0.925066254201	0.968631409596	1.26981508354	1.22998277429
Gene_A_T_NGG_nontargeting_16	nontargeting	Negative;Negative	Negative	NA	5498	7391	10150	7034	10808	9483	8029	5498.0	8669.98294428	8984.73266025	8845.76454731	8945.71130887	8487.85404554	8299.66215005	1.02027473458	0.995656926828	0.978993165279	0.923751709027	0.959538771369	0.927781130364	1.00774638656	0.95088001255	0.943570748785	1.61799525793	1.52669299705
Gene_A_T_NGG_nontargeting_33	nontargeting	Negative;Negative	Negative	NA	3896	4887	7663	5129	7128	7078	6495	3896.0	5732.67577442	6783.25185965	6450.08904793	5899.79924219	6335.23472892	6713.95013882	1.12514457502	0.869759720597	1.10510954713	0.989783407389	0.982193374672	1.13799637296	0.986733756474	1.0426062893	1.05662371685	1.58494459576	1.67469004976
Gene_A_T_NGG_nontargeting_42	nontargeting	Negative;Negative	Negative	NA	5321	6044	7176	5230	7374	7173	5397	5321.0	7089.88998989	6352.16173103	6577.10386443	6103.4118423	6420.26542958	5578.93593522	0.927673613246	0.960840120378	0.905552193156	0.878273597469	0.976153875917	0.914068406223	0.943346742745	0.892661448856	0.946270770235	1.19155381571	1.12753254696
Gene_A_T_NGG_nontargeting_47	nontargeting	Negative;Negative	Negative	NA	5709	8359	10900	7811	12208	11132	9785	5709.0	9805.49146682	9648.62916223	9822.89833367	10104.4822038	9963.80799694	10114.8579074	1.00177521615	1.04724536863	1.01614570067	1.04832072384	1.014345019	1.00102684169	1.02432697511	1.03210349556	1.00759183409	1.74526016268	1.75850988827
Gene_A_T_NGG_nontargeting_9	nontargeting	Negative;Negative	Negative	NA	4439	5422	5623	4649	6948	5899	5863	4439.0	6360.2553814	4977.45337424	5846.45427644	5750.81441284	5279.95898077	6060.64505988	0.919216906531	1.15537283435	0.830148895627	1.21761965491	0.903104468302	1.05387595996	1.02289350867	1.00025536774	0.977868526159	1.30629293639	1.27738274844
Gene_A_T_NGG_nontargeting_2	nontargeting	Negative;Negative	Negative	NA	4640	7352	9155	6679	10244	10400	9069	4640.0	8624.23415051	8103.96330094	8399.32633089	8478.89217691	9308.62407188	9374.72114072	0.973921415434	1.04626487831	1.0793566025	1.15680695884	1.10825841325	1.10565401059	1.00896815433	1.11687737228	1.10695007319	1.8187735461	2.01329150998
Gene_A_T_NGG_nontargeting_24	nontargeting	Negative;Negative	Negative	NA	5236	7348	9357	6382	9396	8983	7745	5236.0	8619.54196653	8282.77275881	8025.82731603	7777.00809198	8040.32404209	8006.08834876	0.931119930409	0.938937758942	0.932801774539	0.966595194857	1.0018062594	1.02945609083	0.934950961735	0.949361827158	1.01541349869	1.5090560932	1.53231592732
Gene_A_T_NGG_nontargeting_49	nontargeting	Negative;Negative	Negative	NA	3986	5604	7212	6294	8867	7594	6737	3986.0	6573.74975237	6384.02876312	7915.16094125	7339.1582324	6797.08569249	6964.10809627	1.2040557124	1.14961233803	1.03397390356	1.09086414781	0.858742575538	0.948897390647	1.17723259086	1.06200254714	0.902117861315	1.91348710156	1.72619089172
Gene_A_T_NGG_nontargeting_1	nontargeting	Negative;Negative	Negative	NA	3503	5412	6678	4444	6913	6732	6637	3503.0	6348.52492145	5911.33445371	5588.65192611	5721.84514047	6025.54396653	6860.73703947	0.880307157214	0.967944748395	0.949125039451	1.16060715109	1.07817485258	1.19904276873	0.922563360677	1.05109533574	1.13932048522	1.61440152249	1.83932072595
Gene_A_T_NGG_nontargeting_19	nontargeting	Negative;Negative	Negative	NA	5605	7370	9873	7825	11551	9828	9362	5605.0	8645.3489784	8739.53355218	9840.50434784	9560.68757668	8796.64974793	9677.59833713	1.13824258251	1.09395856422	1.01750082847	1.10733579537	0.893922652436	1.01222827956	1.11598061651	1.06266165748	0.952222325151	1.73070400754	1.64801499421
Gene_A_T_NGG_nontargeting_44	nontargeting	Negative;Negative	Negative	NA	3943	5552	6341	4779	7025	6301	6552	3943.0	6512.75136066	5613.02362548	6009.93869372	5814.54681207	5639.77310355	6772.8716412	0.922795660528	1.0359027861	0.865958608157	1.20663515658	0.938407759375	1.16481505096	0.975152971195	1.02365784941	1.04974078903	1.49942753053	1.574010239
Gene_A_T_NGG_nontargeting_18	nontargeting	Negative;Negative	Negative	NA	2580	3497	4403	3193	4742	4650	3533	2580.0	4102.14184226	3897.51506434	4015.42880289	3924.92255983	4162.02903214	3652.09943656	0.978861520956	1.0070320435	1.01459900515	0.937032795581	1.03650923387	0.930489552568	0.992586489074	0.976807950632	0.984103613523	1.53882778347	1.51436598231
Gene_A_T_NGG_nontargeting_13	nontargeting	Negative;Negative	Negative	NA	9782	12637	17379	12375	17671	16679	15276	9782.0	14823.7822307	15383.8097441	15562.4589527	14626.1717745	14928.7058553	15790.962636	1.04983051629	0.950750952972	1.00707806031	1.02646632393	0.959276801995	1.07963743893	0.999372301917	1.0169519145	1.01759065421	1.54307047266	1.57021409176
Gene_A_T_NGG_nontargeting_20	nontargeting	Negative;Negative	Negative	NA	6166	9209	13046	8676	13567	13842	11263	6166.0	10802.580562	11548.2583533	10910.6984948	11229.3176654	12389.4206157	11642.6821268	1.01000852825	0.972381923047	1.14689453548	1.00817645143	1.13552955584	1.03681118245	0.990567568587	1.07522150885	1.08546003619	1.79533053521	1.94875954772
Gene_A_T_NGG_nontargeting_40	nontargeting	Negative;Negative	Negative	NA	3081	4251	4984	3925	5895	5130	4358	3081.0	4986.61852201	4411.81355455	4935.97182943	4879.25316116	4591.65783546	4504.91065512	0.989843479633	1.10595180436	0.920795889076	1.02110177582	0.930243930503	0.923278728593	1.04434706881	0.967881495177	0.926781454251	1.59286351681	1.47623636653
Gene_A_T_NGG_nontargeting_26	nontargeting	Negative;Negative	Negative	NA	6284	8353	11413	7703	11313	10104	9552	6284.0	9798.45319086	10102.7343696	9687.08051008	9363.69652454	9043.68630984	9874.00334504	0.988633646699	0.92684774062	0.922970813217	0.977359493362	0.933582238779	1.05449843651	0.957268352793	0.950580943846	0.993014070791	1.51581612306	1.50522673893
Gene_A_T_NGG_nontargeting_21	nontargeting	Negative;Negative	Negative	NA	3728	5215	6275	5107	8455	6476	7757	3728.0	6117.43486057	5554.6007333	6422.42245424	6998.14851189	5796.40860476	8018.49287557	1.04985547057	1.25988326576	0.9475227341	1.44357682227	0.902526834082	1.14580204492	1.14980552091	1.18358973199	1.0293825438	1.79996928194	1.8528569582
Gene_A_T_NGG_nontargeting_27	nontargeting	Negative;Negative	Negative	NA	6273	9455	12132	8190	13240	12728	11758	6273.0	11091.1498766	10739.1898162	10299.5182887	10958.6618921	11392.323768	12154.3688579	0.928624930979	1.02043655803	1.02715443346	1.13177707685	1.10610258157	1.10911067224	0.973790627167	1.07862236489	1.10765326221	1.69441895271	1.87682868053
Gene_A_T_NGG_nontargeting_28	nontargeting	Negative;Negative	Negative	NA	3124	4202	5441	4406	6436	6602	5117	3124.0	4929.13926828	4816.34782309	5540.86417337	5327.0353427	5909.18616563	5289.49697619	1.12410379821	1.10603210947	1.19882718747	1.09823816105	1.06647374502	0.992953234944	1.11517253208	1.14911476839	1.03043675784	1.73942053714	1.79236285881
Gene_A_T_NGG_nontargeting_5	nontargeting	Negative;Negative	Negative	NA	2680	4519	5532	4056	6153	6189	4576	2680.0	5300.99484849	4896.90059867	5100.71381915	5092.79808322	5539.52638278	4730.25955893	0.962218218453	1.04000438249	1.04499750351	0.96597009958	1.08602963804	0.928813489487	0.999570152017	1.00704954222	1.00748260659	1.90177460865	1.91600483987
Gene_A_T_NGG_nontargeting_48	nontargeting	Negative;Negative	Negative	NA	569	810	892	739	1235	725	850	569.0	950.167255428	789.594239698	929.346033617	1022.20146803	648.918505011	878.653982756	0.978086782414	1.29459083746	0.682951871161	1.11279178416	0.69825283752	0.859570261086	1.12173278183	0.878035576742	0.782749324051	1.71489235645	1.34233083284
Gene_A_T_NGG_nontargeting_23	nontargeting	Negative;Negative	Negative	NA	6616	8913	12851	8380	12568	13450	9692	6616.0	10455.3589477	11375.6452627	10538.4570524	10402.4518625	12038.557093	10018.7228246	1.00794789592	0.91444938922	1.15142456162	0.880716881825	1.14234531992	0.963111673765	0.959227927081	1.01036487854	1.05331053237	1.58259589744	1.66696492726
Gene_A_T_NGG_nontargeting_22	nontargeting	Negative;Negative	Negative	NA	2693	4515	5382	3479	6282	5263	5468	2693.0	5296.30266452	4764.12129827	4375.09452091	5199.57054426	4710.70081638	5652.32938554	0.8260658044	1.09140179662	0.889431951829	1.18643691704	1.07670835312	1.08707619936	0.951715862133	1.03007887543	1.08233866473	1.77769496197	1.92406799144
Gene_A_T_NGG_nontargeting_30	nontargeting	Negative;Negative	Negative	NA	3724	5839	6593	4651	8473	7743	5884	3724.0	6849.41556104	5836.09285015	5848.96942132	7013.04699482	6930.44963352	6082.35298181	0.853937006623	1.20166816651	1.011830801	1.0421960613	1.18490098585	0.867291062829	1.01391414512	1.02580063751	1.01172337169	1.72690875619	1.74715394943
Gene_A_T_NGG_nontargeting_41	nontargeting	Negative;Negative	Negative	NA	6781	8851	12312	8130	11345	12135	10988	6781.0	10382.630096	10898.5249766	10224.0639422	9390.18271642	10861.5531839	11358.4117206	0.984727746982	0.861601247558	1.04612733801	1.04219715466	1.06235184416	1.20960497401	0.921672089304	1.04411460884	1.13284824501	1.44626505373	1.63839882794
Gene_A_T_NGG_nontargeting_35	nontargeting	Negative;Negative	Negative	NA	5247	6763	9045	5272	11217	8354	8189	5247.0	7933.31005983	8006.59181398	6629.92190694	9284.23794889	7477.33129774	8465.05584093	0.83570689371	1.15957428137	0.942523516836	1.05726082178	1.12781589326	0.911766360096	0.998385057939	1.00015591469	1.00177372121	1.51650084389	1.5191906936
Gene_A_T_NGG_nontargeting_14	nontargeting	Negative;Negative	Negative	NA	6162	8187	10861	6952	11821	10879	9034	6162.0	9603.72755579	9614.10654413	8742.64360718	9784.1648207	9737.35781519	9338.54127084	0.910338569726	1.0176884119	1.0139144159	0.971337401762	1.11377727981	0.954454615389	0.964042479061	0.992614411533	1.0296376281	1.5033112973	1.54786587845
Gene_A_T_NGG_nontargeting_8	nontargeting	Negative;Negative	Negative	NA	6234	7674	10882	6964	11569	9093	8773	6234.0	9001.95496069	9632.69564619	8757.73447647	9575.58605961	8138.78064285	9068.74281261	0.972870283701	0.994071276757	0.904112570924	0.941454307881	0.929324891582	0.947069219174	0.983829583009	0.923415405981	0.938592843647	1.47042994354	1.38013502209
Gene_A_T_NGG_nontargeting_10	nontargeting	Negative;Negative	Negative	NA	4792	6897	9105	6150	9392	9666	8174	4792.0	8090.49822307	8059.70353414	7734.0705098	7773.697318	8651.65002681	8449.55018241	0.955944899382	0.964514052541	1.06935936308	1.04836984966	1.11864121433	1.08694098018	0.960221306268	1.05888461744	1.10275059564	1.61808929756	1.78434893669
Gene_A_T_NGG_nontargeting_46	nontargeting	Negative;Negative	Negative	NA	3953	5565	7946	5585	7843	6125	6126	3953.0	6528.00095859	7033.76213974	7023.54208085	6491.6000921	5482.24254233	6332.51093925	1.07591008724	0.922920048068	0.8398041877	0.9003021162	0.780552387844	0.975493075575	0.996562325633	0.871181231815	0.874186399994	1.70947915165	1.49440342545
Gene_A_T_NGG_nontargeting_31	nontargeting	Negative;Negative	Negative	NA	3682	5099	7065	5272	6787	7801	5458	3682.0	5981.36152522	6253.90504873	6629.92190694	5617.55575993	6982.36311392	5641.99227986	1.10843022596	0.898247689428	1.16735346701	0.902155091242	1.05315917924	1.00435002713	1.00099802426	1.03180060013	1.0307718648	1.66315557671	1.71433397526
Gene_A_T_NGG_nontargeting_43	nontargeting	Negative;Negative	Negative	NA	10191	17681	23505	15272	25101	22853	19161	10191.0	20740.6262262	20806.5163723	19205.6463131	20775.9344526	20454.806338	19806.9281925	0.925991631287	0.998530175876	0.986219322158	0.951957926931	1.06504129069	0.953359197278	0.962318423485	0.969061456752	1.00700707074	1.96161224442	1.97535740018
Gene_A_T_NGG_nontargeting_39	nontargeting	Negative;Negative	Negative	NA	2653	3498	4824	3558	5298	4915	4548	2653.0	4103.31488826	4270.18230079	4474.44274372	4385.12014382	4399.21993397	4701.31566303	1.09044586281	1.02691637849	1.0721136578	1.10096369004	0.983188340078	1.07210646661	1.0580481115	1.08682613626	1.02719916462	1.66972538401	1.7151405196
Gene_A_T_NGG_nontargeting_45	nontargeting	Negative;Negative	Negative	NA	5387	7652	11634	7539	11707	10630	9130	5387.0	8976.14794881	10298.3625388	9480.83862982	9689.80776211	9514.48787347	9437.77748537	1.0562257534	0.940907617649	1.05997449326	0.916434768126	1.0035491843	0.973990167511	0.994611323811	0.983281280786	0.98860857226	1.77934345572	1.75907419332
Gene_A_T_NGG_nontargeting_3	nontargeting	Negative;Negative	Negative	NA	3075	4100	5789	3464	5573	5400	4316	3075.0	4809.48857686	5124.39580002	4356.2309343	4612.73585532	4833.32403732	4461.49481126	0.905757621561	0.900152141899	1.00495592412	0.870638214802	1.10951969953	0.967212290319	0.902866034006	0.935668112891	1.03633105871	1.45836858368	1.51135265831
